"ACCOUNT NUMBER","END DATE/TIME","END LOCATION","FARE","OPERATOR","PASS","START DATE/TIME","START LOCATION","TRIP ID"
"100005374481","N/A","N/A","$2.85","Muni","Cash Value ","02/22/2026 22:01:27","NONE","10017122"
"100005374481","N/A","N/A","$0.00","Muni","N/A","02/22/2026 18:41:38","NONE","10003758"
"100005374481","N/A","N/A","$0.00","Muni","N/A","02/22/2026 17:22:39","Union/Stockton","9994894"
"100005374481","N/A","N/A","$0.00","Muni","N/A","02/22/2026 17:08:50","Van Ness/Mission","9992951"
"100005374481","N/A","N/A","$2.85","Muni","Cash Value ","02/22/2026 16:53:45","Haight/Noriega","9991008"
"100005374481","N/A","N/A","$0.00","Muni","N/A","02/21/2026 22:23:50","Haight/Noriega","9923088"
"100005374481","N/A","N/A","$2.85","Muni","Cash Value ","02/21/2026 22:18:02","Corbett","9923086"
"100005374481","N/A","N/A","$2.85","Muni","Cash Value ","02/21/2026 17:04:31","Haight/Parnassus","9879709"
"100005374481","N/A","N/A","$0.00","Muni","N/A","02/21/2026 11:09:57","Haight/Noriega","9823016"
"100005374481","02/21/2026 11:05:37","Civic Center","$4.80","BART","Cash Value ","02/21/2026 10:40:08","MacArthur","9823014"
"100005374481","02/20/2026 18:25:04","Downtown Berkeley","$5.30","BART","Cash Value ","02/20/2026 17:50:07","Powell","9758544"
"100005374481","N/A","N/A","$2.85","Muni","Cash Value ","02/20/2026 12:25:30","Haight/Noriega","9687670"
"100005374481","N/A","N/A","$0.00","Muni","N/A","02/20/2026 08:26:00","NONE","9645803"
"100005374481","N/A","N/A","$2.85","Muni","Cash Value ","02/20/2026 06:51:40","Haight/Noriega","9630230"
"100005374481","N/A","N/A","$2.85","Muni","Cash Value ","02/19/2026 21:57:26","Haight/Noriega","9615528"
"100005374481","N/A","N/A","$0.00","Muni","N/A","02/19/2026 19:36:36","Haight/Noriega","9600670"
"100005374481","N/A","N/A","$2.85","Muni","Cash Value ","02/19/2026 17:47:58","Haight/Noriega","9568982"
"100005374481","N/A","N/A","$2.85","Muni","Cash Value ","02/18/2026 17:14:07","Fulton","9371241"
"100005374481","N/A","N/A","$2.85","Muni","Cash Value ","02/18/2026 08:41:17","Haight/Noriega","9280727"
"100005374481","N/A","N/A","$0.00","Muni","N/A","02/17/2026 19:45:23","Haight/Parnassus","9230588"
"100005374481","N/A","N/A","$2.85","Muni","Cash Value ","02/17/2026 17:58:15","Haight/Noriega","9208784"
"100005374481","N/A","N/A","$0.00","Muni","N/A","02/15/2026 18:58:00","Haight/Parnassus","8988922"
"100005374481","02/15/2026 18:53:13","Civic Center","$4.80","BART","Cash Value ","02/15/2026 18:26:51","MacArthur","8988522"
"100005374481","02/15/2026 13:28:23","Rockridge","$2.25","BART","BART Value ","02/15/2026 12:51:00","Civic Center","8955596"
"100005374481","N/A","N/A","$2.85","Muni","Cash Value ","02/15/2026 12:37:19","Haight/Noriega","8947338"
"100005374481","N/A","N/A","$2.85","Muni","Cash Value ","02/14/2026 22:52:17","Ashbury/18th Street","8916851"
"100005374481","N/A","N/A","$2.85","Muni","Cash Value ","02/14/2026 19:59:28","Van Ness/Mission","8903495"
"100005374481","N/A","N/A","$2.85","Muni","Cash Value ","02/14/2026 17:39:16","Judah","8882903"
"100005374481","N/A","N/A","$2.85","Muni","Cash Value ","02/13/2026 15:50:11","Haight/Noriega","8720318"
"100005374481","N/A","N/A","$2.85","Muni","Cash Value ","02/12/2026 21:32:19","Masonic","8619602"
"100005374481","N/A","N/A","$2.85","Muni","Cash Value ","02/12/2026 19:01:32","Haight/Noriega","8599434"
"100005374481","N/A","N/A","$0.00","Muni","N/A","02/11/2026 19:45:31","Haight/Parnassus","8413092"
"100005374481","N/A","N/A","$2.85","Muni","Cash Value ","02/11/2026 18:13:58","Haight/Noriega","8390263"
"100005374481","N/A","N/A","$0.00","Muni","N/A","02/10/2026 21:19:28","Market & Wharves","8235284"
"100005374481","N/A","N/A","$2.85","Muni","Cash Value ","02/10/2026 21:12:07","Van Ness/Mission","8234618"
"100005374481","N/A","N/A","$2.85","Muni","Cash Value ","02/10/2026 18:13:36","Van Ness/Mission","8203749"
"100005374481","N/A","N/A","$2.85","Muni","Cash Value ","02/10/2026 08:55:15","Haight/Noriega","8086367"
"100005374481","N/A","N/A","$0.00","Muni","N/A","02/06/2026 17:13:37","Van Ness/Mission","7566137"
"100005374481","N/A","N/A","$2.85","Muni","Cash Value ","02/06/2026 17:00:13","Haight/Noriega","7562377"
"100005374481","N/A","N/A","$0.00","Muni","N/A","02/05/2026 12:03:33","Van Ness/Mission","7329574"
"100005374481","N/A","N/A","$0.00","Muni","N/A","02/05/2026 10:56:18","Van Ness/Mission","7321858"
"100005374481","N/A","N/A","$2.85","Muni","Cash Value ","02/05/2026 10:50:46","Haight/Noriega","7321210"
"100005374481","N/A","N/A","$2.85","Muni","Cash Value ","02/04/2026 17:19:11","Haight/Parnassus","7199611"
"100005374481","N/A","N/A","$2.85","Muni","Cash Value ","02/04/2026 08:56:14","Haight/Noriega","7112844"
"100005374481","N/A","N/A","$2.85","Muni","Cash Value ","02/03/2026 18:10:17","Haight/Noriega","7031464"
"100005374481","N/A","N/A","$0.00","Muni","N/A","03/22/2026 20:39:28","Haight/Noriega","15292223"
"100005374481","N/A","N/A","$2.85","Muni","Cash Value ","03/22/2026 20:14:14","Fillmore","15289163"
"100005374481","N/A","N/A","$2.85","Muni","Cash Value ","03/22/2026 12:56:53","NONE","15218081"
"100005374481","N/A","N/A","$2.85","Muni","Cash Value ","03/21/2026 23:25:53","Masonic","15139663"
"100005374481","N/A","N/A","$2.85","Muni","Cash Value ","03/20/2026 22:15:59","Haight/Noriega","14869655"
"100005374481","N/A","N/A","$2.85","Muni","Cash Value ","03/18/2026 16:13:00","Fulton","14106978"
"100005374481","N/A","N/A","$0.00","Muni","N/A","03/17/2026 19:34:28","Judah","13953117"
"100005374481","N/A","N/A","$2.85","Muni","Cash Value ","03/17/2026 17:59:38","NONE","13927955"
"100005374481","N/A","N/A","$2.85","Muni","Cash Value ","03/17/2026 09:16:04","Haight/Parnassus","13809783"
"100005374481","N/A","N/A","$2.85","Muni","Cash Value ","03/16/2026 17:57:27","Haight/Noriega","13713102"
"100005374481","N/A","N/A","$0.00","Muni","N/A","03/16/2026 09:54:28","Market & Wharves","13618573"
"100005374481","N/A","N/A","$2.85","Muni","Cash Value ","03/16/2026 08:03:30","Haight/Noriega","13587825"
"100005374481","N/A","N/A","$0.00","Muni","N/A","03/15/2026 17:46:28","Masonic","13534801"
"100005374481","N/A","N/A","$2.85","Muni","Cash Value ","03/15/2026 17:19:58","California","13531190"
"100005374481","N/A","N/A","$0.00","Muni","N/A","03/15/2026 15:10:48","Sunset","13512372"
"100005374481","N/A","N/A","$2.85","Muni","Cash Value ","03/15/2026 14:24:48","Fulton","13505899"
"100005374481","N/A","N/A","$0.00","Muni","N/A","03/13/2026 19:17:20","Masonic","13505897"
"100005374481","N/A","N/A","$2.85","Muni","Cash Value ","03/13/2026 18:04:18","Judah","13273291"
"100005374481","N/A","N/A","$0.00","Muni","N/A","03/12/2026 21:46:04","Fulton","13124244"
"100005374481","N/A","N/A","$2.85","Muni","Cash Value ","03/12/2026 21:38:05","Van Ness/Mission","13123578"
"100005374481","N/A","N/A","$2.85","Muni","Cash Value ","03/12/2026 18:37:15","California","13097112"
"100005374481","N/A","N/A","$2.85","Muni","Cash Value ","03/11/2026 17:22:33","Haight/Noriega","12857692"
"100005374481","N/A","N/A","$2.85","Muni","Cash Value ","03/11/2026 07:56:10","Haight/Noriega","12728504"
"100005374481","N/A","N/A","$0.00","Muni","N/A","03/07/2026 21:59:55","Fulton","12207593"
"100005374481","03/07/2026 21:44:17","San Francisco Ferry Building","$4.90","WETA","Cash Value ","03/07/2026 20:58:03","Main Street Alameda Ferry Term","12206396"
"100005374481","03/07/2026 14:18:41","MacArthur","$1.95","BART","Cash Value ","03/07/2026 13:51:50","Civic Center","12144236"
"100005374481","N/A","N/A","$2.85","Muni","Cash Value ","03/07/2026 13:38:15","Haight/Noriega","12137893"
"100005374481","N/A","N/A","$2.85","Muni","Cash Value ","03/05/2026 21:26:25","Haight/Noriega","11912225"
"100005374481","N/A","N/A","$0.00","Muni","N/A","03/05/2026 17:35:33","Haight/Noriega","11868372"
"100005374481","N/A","N/A","$2.85","Muni","Cash Value ","03/05/2026 16:20:19","Divisadero","11868365"
"100005374481","N/A","N/A","$2.85","Muni","Cash Value ","03/05/2026 12:35:21","Divisadero","11799725"
"100005374481","N/A","N/A","$2.85","Muni","Cash Value ","03/04/2026 21:17:08","Haight/Noriega","11706263"
"100005374481","N/A","N/A","$2.85","Muni","Cash Value ","03/04/2026 08:55:33","Haight/Noriega","11562729"
